config,acc_val_final
adamw_lr0.01,0.9403238704518193
adamw_lr0.001,0.9589164334266294
adamw_lr0.0001,0.9360255897640943
sgd_lr0.01,0.9604158336665334
sgd_lr0.001,0.943922431027589
sgd_lr0.0001,0.9062375049980008
